PLR_NAME,TEAM,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD
Tyler Goodson,IND,877,14,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
Cedric Johnson,CIN,877,7,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
Noah Sewell,CHI,877,9,3,1,4,0.0,0,0,0,0,0,0,0,1,0,0
Sean Tucker,TB,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
Jaxon Smith-Njigba,SEA,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
Jaylan Ford,NO,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
Jermaine Johnson,NYJ,877,2,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0
Jordan Whittington,LAR,877,13,4,0,4,0.0,0,0,0,0,0,0,0,0,1,0
Drew Ogletree,IND,877,15,0,4,4,0.0,0,0,0,0,0,0,0,0,0,0
Morgan Cox,TEN,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Tashaun Gipson Sr.,SF,935,7,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0
Riley Dixon,DEN,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
T.Y. McGill,SF/CLE,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Pharaoh Brown,SEA,935,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Eric Saubert,SF,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Josh Tupou,BAL,935,3,3,0,3,1.0,1,1,0,0,0,0,0,0,0,0
Desmond King II,BAL/HOU,935,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
George Kittle,SF,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
James Conner,ARI,935,15,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0
Bruce Hector,NYJ,935,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Zach Cunningham,DEN,935,5,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Trent Sieg,DAL,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Samaje Perine,KC,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0
Ryan Neal,TB,935,1,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Jalen Davis,CIN,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Nick Chubb,CLE,935,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Micah Abernathy,ATL,935,6,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0
Jakobi Meyers,LV,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Joe Giles-Harris,NE,935,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Alex Bachman,LV,935,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Josh Oliver,MIN,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
C.J. Ham,MIN,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0
Rashid Shaheed,NO,935,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Jonah Williams,LAR/MIN/DET,935,9,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0
Dicaprio Bootle,LAC,935,7,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Derrick Brown,CAR,935,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Leki Fotu,NYJ,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Joe Bachie,CIN,935,12,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Patrick Taylor Jr.,SF,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Reggie Gilliam,BUF,935,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Tanner Conner,MIA,935,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Nicholas Morrow,BUF,935,11,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0
Hunter Long,LAR,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
CeeDee Lamb,DAL,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Isaiah Thomas,DET,935,2,0,3,3,0.0,0,0,0,0,0,0,0,0,1,0
Ronnie Rivers,LAR,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Quintin Morris,BUF,935,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Ty Okada,SEA,935,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Christian Watson,GB,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Isaac Ukwu,DET,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Pierre Strong Jr.,CLE,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Stone Smartt,LAC,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Raheem Layne,NYG,935,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Tre Avery,TEN,935,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Raheem Blackshear,CAR,935,14,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
KJ Henry,CIN/DAL,935,4,1,2,3,1.0,9,1,0,0,0,0,0,0,0,0
Nick Hampton,LAR,935,14,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0
Kana'i Mauga,LV,935,11,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Brevyn Spann-Ford,DAL,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Taki Taimani,MIN,935,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Isaiah Stalbird,NO,935,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Ochaun Mathis,NE/PHI,935,6,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0
DJ Ivey,CIN,935,9,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0
Tank Dell,HOU,935,14,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Dylan Laube,LV,935,8,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
DJ Coleman,JAX,935,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Ben VanSumeren,PHI,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Elijah Moore,CLE,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Khristian Boyd,NO,935,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Zach Charbonnet,SEA,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Brandon Dorlus,ATL,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Jamal Hill,HOU,935,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
De'Antre Prince,JAX,935,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Tre Tucker,LV,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Jammie Robinson,CAR,935,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Brock Bowers,LV,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Kenneth Walker III,SEA,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Jaylen Mahoney,SF,935,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Jerrick Reed II,SEA,935,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Hogan Hatten,DET,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Brandon Codrington,BUF,935,15,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0
Darrell Luter Jr.,SF,935,3,1,2,3,0.0,0,0,0,0,0,0,0,1,0,0
Xavier Hutchinson,HOU,935,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
Myles Harden,CLE,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Isaiah Bolden,NE,935,12,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0
Caleb Murphy,LAC/TEN,935,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Dee Williams,SEA/NYG,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
Ryan Flournoy,DAL,935,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
Lawrence Guy,CIN,1014,4,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Andrew DePaola,MIN,1014,11,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Zach Ertz,WSH,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Davante Adams,LV/NYJ,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Luke Rhodes,IND,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Zach Wood,NO,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Joe Thuney,KC,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Chris Conley,SF,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Justin Hardee Sr.,TEN,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Thomas Hennessy,NYJ,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Mack Hollins,BUF,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0
Eli Apple,LAC,1014,4,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0
Aaron Jones,MIN,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Demarcus Robinson,LAR,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Kendal Vickers,NO,1014,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Mike Williams,PIT/NYJ,1014,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Durham Smythe,MIA,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Chris Godwin,TB,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Tyreek Hill,MIA,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Curtis Samuel,BUF,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Marcus Davenport,DET,1014,2,1,1,2,0.5,4,0,0,0,0,0,0,0,0,0
Drew Sample,CIN,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0
Courtland Sutton,DEN,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Kyle Peko,DET,1014,5,1,1,2,0.0,0,1,0,0,0,0,0,0,0,0
Kolton Miller,LV,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Ronnie Harrison Jr.,IND,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0
Patrick Mekari,BAL,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Christian Kirk,JAX,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Rock Ya-Sin,SF,1014,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0
Sam Darnold,MIN,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Rex Sunahara,CLE,1014,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Joe Gaziano,JAX,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Lamar Jackson,BAL,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
T.J. Smith,CAR,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Robert Hunt,CAR,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Alec Ingold,MIA,1014,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Andrew Wingard,JAX,1014,6,2,0,2,0.0,0,0,3,0,0,0,0,0,0,0
Calvin Ridley,TEN,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Ross Matiscik,JAX,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Elerson G. Smith,CLE,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Robert Rochell,GB,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0
Ko Kieft,TB,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Jack Stoll,MIA/PHI,1014,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Kene Nwangwu,NYJ,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0
Michael Pittman Jr.,IND,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Khalil Herbert,CHI/CIN,1014,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Noah Fant,SEA,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Jalen Virgil,BUF,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0
Cole Christiansen,KC,1014,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Teven Jenkins,CHI,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Lil'Jordan Humphrey,DEN,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Jonathan Ward,PIT,1014,4,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Michael Jordan,NE,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Harrison Bryant,LV,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
John Bates,WSH,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Tristan Wirfs,TB,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Damarri Mathis,DEN,1014,8,0,2,2,0.0,0,0,1,0,0,0,0,0,0,0
Cal Adomitis,CIN,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Tylan Wallace,BAL,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Neil Farrell,MIA,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Faion Hicks,SEA,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Jake Ferguson,DAL,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
John Samuel Shenker,LV,1014,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Jordan Mims,NO,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Marquise Blair,SEA,1014,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Keith Taylor Jr.,KC,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Gabe Davis,JAX,1014,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Akayleb Evans,MIN,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Tony Fields II,CLE,1014,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Mike Greene,TB,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Nico Collins,HOU,1014,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Peyton Hendershot,KC,1014,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Bo Melton,GB,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0
Blake Grupe,NO,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Brandon Pili,MIA,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Brayden Willis,SF,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Shaka Heyward,CIN,1014,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Simi Fehoko,LAC,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Chris Olave,NO,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Matt Araiza,KC,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Dyami Brown,WSH,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Patrick O'Connell,SEA,1014,5,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Chris Smith,DET,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Charles Woods,LAR,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Payne Durham,TB,1014,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Isaac Guerendo,SF,1014,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Brennan Jackson,LAR,1014,5,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Craig Reynolds,DET,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Roschon Johnson,CHI,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Jameson Williams,DET,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Puka Nacua,LAR,1014,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Tatum Bethune,SF,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,1,0
Kenny McIntosh,SEA,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Zion Logue,BUF,1014,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Rashee Rice,KC,1014,4,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0
Tyjae Spears,TEN,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Tank Bigsby,JAX,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Blake Corum,LAR,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Jordan Addison,MIN,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Trey Benson,ARI,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Sam LaPorta,DET,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Xavier Legette,CAR,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Jarius Monroe,NYJ,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
Bijan Robinson,ATL,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Parker Washington,JAX,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
John Metchie III,HOU,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Justin Eboigbe,LAC,1014,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
AJ Barner,SEA,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Mitchell Agude,DET,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0
Ladd McConkey,LAC,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Drew Sanders,DEN,1014,2,1,1,2,1.0,11,1,0,0,0,0,0,0,0,0
Marvin Mims Jr.,DEN,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Josh Downs,IND,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Jake Bates,DET,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Ben Sinnott,WSH,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Devontez Walker,BAL,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
Julius Wood,TEN,1014,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
Daijahn Anthony,CIN,1014,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0
Nick Folk,TEN,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Joe Flacco,IND,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Graham Gano,NYG,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Trent Williams,SF,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Bryan Anger,DAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Johnny Hekker,CAR,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Charley Hughlett,CLE,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Justin Tucker,BAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Greg Van Roten,NYG,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
DeAndre Hopkins,KC/TEN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Travis Kelce,KC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brandon McManus,GB,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Adam Thielen,CAR,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
James Winchester,KC,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Mike Evans,TB,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jordan Matthews,CAR,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Taysom Hill,NO,1132,8,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0
Jason Myers,SEA,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
MyCole Pruitt,PIT,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Chris Manhertz,NYG,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brandon Allen,SF,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
C.J. Uzomah,PHI,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Angelo Blackson,ARI,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Robbie Chosen,MIA,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Shaq Mason,HOU,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Dak Prescott,DAL,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jameis Winston,CLE,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Ka'imi Fairbairn,HOU,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Kevon Seymour,WSH,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Patrick Ricard,BAL,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Alex Barrett,SF,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Stefon Diggs,HOU,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Reid Ferguson,BUF,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Mark Glowinski,IND,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Bradley Pinion,ATL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Zach Pascal,ARI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Isaac Seumalo,PIT,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
