PLR_NAME,TEAM,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD
Christian Kuntz,PIT,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jack Conklin,CLE,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jamaal Williams,NO,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Ethan Pocic,CLE,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Austin Hooper,NE,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tyler Boyd,TEN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Geoff Swaim,CLE,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jared Goff,DET,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Aaron Stinnie,NYG,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Anthony Firkser,KC/NYJ,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Younghoe Koo,ATL,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Ezekiel Elliott,DAL,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Marquez Valdes-Scantling,BUF/NO,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Evan Engram,JAX,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Artie Burns,SEA,1132,2,1,0,1,0.0,0,0,2,0,0,0,0,0,0,0
River Cracraft,MIA,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jonnu Smith,MIA,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Bradley Bozeman,LAC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Alvin Kamara,NO,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Alex Cappa,CIN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jermaine Eluemunor,NYG,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Cam Robinson,MIN/JAX,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jakob Johnson,NYG,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Logan Cooke,JAX,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Elgton Jenkins,GB,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Joe Mixon,HOU,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Ross Dwelley,ATL,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
JuJu Smith-Schuster,KC,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Dallas Goedert,PHI,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Terry McLaurin,WSH,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Khari Blasingame,CHI/PHI,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jackson Barton,ARI,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Braxton Berrios,MIA,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Oshane Ximines,NE,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jason Sanders,MIA,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Nik Needham,MIA,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Deebo Samuel Sr.,SF,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Josh Woods,ATL,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Allen Lazard,NYJ,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Evan Brown,ARI,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Matthew Wright,KC/SF,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jordan Akins,CLE,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
D'Ernest Johnson,JAX,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Chris Brooks,GB,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Chris Lindstrom,ATL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
KaVontae Turpin,DAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tanner Muse,JAX,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Connor Williams,SEA,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Blake Ferguson,MIA,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jauan Jennings,SF,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Scotty Miller,PIT,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
DJ Moore,CHI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Duke Shelley,NYG,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tony Pollard,TEN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
James Proche II,CLE,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tyler Bass,BUF,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Kevin Dotson,LAR,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Daniel Jones,NYG,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Josh Allen,BUF,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Britain Covey,PHI,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Saquon Barkley,PHI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Michael Dickson,SEA,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jake Bailey,MIA,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Diontae Johnson,BAL/CAR,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Bobby Price,WSH,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jawaan Taylor,KC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Trayveon Williams,CIN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Zack Moss,CIN,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Mitch Wishnowsky,SF,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Justice Hill,BAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Justin Herbert,LAC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Luke Wattenberg,DEN,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Devin Duvernay,JAX,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Corey Bojorquez,CLE,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jalen Hurts,PHI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Devin Singletary,NYG,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Dillon Radunz,TEN,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Cordell Volson,CIN,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
William Kwenkeu,BAL,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Curtis Robinson,SF,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Miles Sanders,CAR,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Blake Gillikin,ARI,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Josh Jacobs,GB,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
A.J. Brown,PHI,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Alexander Mattison,LV,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Ryan Van Demark,BUF,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tee Higgins,CIN,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Travis Etienne Jr.,JAX,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Cam Akers,HOU/MIN,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Trenton Gill,TB,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Noah Gray,KC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brock Hoffman,DAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Grant Calcaterra,PHI,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Trey Sermon,IND,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brian Robinson Jr.,WSH,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
DeVonta Smith,PHI,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tua Tagovailoa,MIA,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jedrick Wills Jr.,CLE,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Nephi Sewell,NO,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Cody White,SEA,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Josh Myers,GB,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jonathan Taylor,IND,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Aaron Banks,SF,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Princeton Fant,DAL,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Trey Smith,KC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Drew Dalman,ATL,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tucker Fisk,LAC,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Dylan Parham,LV,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tim Jones,JAX,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
McClendon Curtis,SEA,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Matt Gay,IND,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Andre Jones Jr.,WSH,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jalen Tolbert,DAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Andre' Sam,PHI,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Demontrey Jacobs,NE,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Rodney Williams,PIT,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jake Tonges,SF,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Aidan O'Connell,LV,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Darren Hall,ARI,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Justin Jefferson,MIN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Troy Hairston,HOU,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jordan Mailata,PHI,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Michael Woods II,CLE,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Dameon Pierce,HOU,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Antonio Gibson,NE,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Trevor Lawrence,JAX,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jackson Carman,MIA,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tyrone Tracy Jr.,NYG,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Trevor Denbow,IND,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Kendall Williamson,LAC,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Michael Wilson,ARI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0
Brycen Tremayne,WSH,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Tutu Atwell,LAR,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Antonio Grier Jr.,TB,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Rashod Bateman,BAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
David Martin-Robinson,TEN,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Isaiah Likely,BAL,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jeremy Ruckert,NYJ,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Juice Scruggs,HOU,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Romeo Doubs,GB,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Evan Deckers,TB,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brock Purdy,SF,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Anthony Johnson Jr.,NYG,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tanner McCalister,DEN,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Christian Darrisaw,MIN,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Cameron Dicker,LAC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Keaontay Ingram,KC,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Bernhard Raimann,IND,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Kelvin Joseph,IND,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Damien Lewis,CAR,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Ben Brown,NE,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brodric Martin,DET,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Dante Miller,NYG,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Julius Chestnut,TEN,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0
Andrei Iosivas,CIN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Mason McCormick,PIT,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jaylen Waddle,MIA,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Kevin Austin Jr.,NO,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
British Brooks,HOU,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Dallin Holker,NO,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Kitan Oladapo,GB,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Luke Goedeke,TB,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Trey Lance,DAL,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Matt Orzech,GB,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Anthony Pittman,DET/JAX,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jayden Daniels,WSH,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
George Pickens,PIT,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Ramel Keyton,LV,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Sean Rhyan,GB,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jonathan Mingo,DAL/CAR,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Davis Allen,LAR,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Elijah Higgins,ARI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Sam Howell,SEA,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Luke McCaffrey,WSH,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
DeMario Douglas,NE,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Mohamed Kamara,MIA,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Gabriel Murphy,MIN,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Reddy Steward,CHI,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
Dontayvion Wicks,GB,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Broderick Jones,PIT,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Eli Ricks,PHI,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Quentin Johnston,LAC,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Anthony Richardson,IND,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Peter Skoronski,TEN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
De'Von Achane,MIA,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jaheim Bell,NE,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Beau Brade,BAL,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Zay Flowers,BAL,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jahmyr Gibbs,DET,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Patrick McMorris,MIA,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Asim Richards,DAL,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brenton Strange,JAX,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Kyren Williams,LAR,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jalen McMillan,TB,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Roger Rosengarten,BAL,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Rome Odunze,CHI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Drake Maye,NE,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Amarius Mims,CIN,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Marvin Harrison Jr.,ARI,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Brian Thomas Jr.,JAX,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Treylon Burks,TEN,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Beaux Limmer,LAR,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Millard Bradford,NO,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Devaughn Vele,DEN,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Malik Washington,MIA,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Garrett Wilson,NYJ,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Wanya Morris,KC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Tucker Kraft,GB,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Isaiah Land,IND,1132,10,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0
T.J. Tampa,BAL,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jacob Cowing,SF,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Kendell Brooks,TEN,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Tyreik McAllister,LV,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Bucky Irving,TB,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Quinn Meinerz,DEN,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Shane Zylstra,DET,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Malachi Corley,NYJ,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Keon Coleman,BUF,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Xavier Worthy,KC,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Bryce Young,CAR,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Malik Heath,GB,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jalin Hyatt,NYG,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jalen Coker,CAR,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Rachaad White,TB,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Sam Webb,LV,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Carson Steele,KC,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jaleel McLaughlin,DEN,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Jackson Powers-Johnson,LV,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Jack Browning,TB,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
Dominick Puni,SF,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
Levi Drake Rodriguez,MIN,1132,2,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0
Kalif Raymond,DET,1400,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Ben Cleveland,BAL,1400,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Adetokunbo Ogundeji,PIT,1400,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0
Kingsley Jonathan,BUF,1400,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Anders Carlson,SF/NYJ,1400,7,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
Calvin Austin III,PIT,1400,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Casey Rogers,NYG,1400,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Dwight McGlothern,MIN,1400,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0
Jose Ramirez,TB,1400,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
