RK,NAME,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS,LNG,TD,FF,FR,FTD
265,Riq Woolen SEA,13,29,14,43,0.0,0,0,13,2,4,4,0,1,0,0
265,Nik Bonitto DEN,15,29,14,43,11.5,80,14,3,1,71,71,1,2,1,1
265,Roger McCreary TEN,13,36,7,43,1.0,13,11,1,0,0,0,0,0,0,0
265,T'Vondre Sweat TEN,15,19,24,43,1.0,9,4,1,0,0,0,0,1,1,0
275,Quandre Diggs TEN,8,35,7,42,0.0,0,0,0,0,0,0,0,0,0,0
275,Emmanuel Ogbah MIA,14,22,20,42,3.5,11,7,2,1,0,0,0,0,0,0
275,Marcus Maye LAC/MIA,15,19,23,42,0.0,0,1,3,1,0,0,0,0,0,0
275,Sebastian Joseph-Day TEN,15,18,24,42,2.5,32,3,1,0,0,0,0,0,0,0
275,Darnell Savage JAX,12,33,9,42,0.0,0,2,6,1,16,16,0,0,0,0
275,Osa Odighizuwa DAL,15,23,19,42,4.0,22,5,1,0,0,0,0,1,0,0
275,Trevon Diggs DAL,11,35,7,42,0.0,0,0,11,2,1,1,0,0,0,0
275,Starling Thomas V ARI,15,30,12,42,0.0,0,1,6,0,0,0,0,1,0,0
275,Jalen Carter PHI,15,25,17,42,4.5,31,12,5,0,0,0,0,2,0,0
284,John Jenkins LV,15,12,29,41,1.0,11,3,2,0,0,0,0,0,0,0
284,Elandon Roberts PIT,15,21,20,41,1.0,9,5,0,0,0,0,0,1,0,0
284,Sam Hubbard CIN,14,25,16,41,2.0,6,3,2,1,0,0,0,1,0,0
284,Myles Garrett CLE,15,34,7,41,12.0,85,18,1,0,0,0,0,3,1,0
284,David Onyemata ATL,15,21,20,41,2.0,8,7,1,0,0,0,0,0,0,0
284,Darious Williams LAR,11,29,12,41,0.0,0,1,6,1,0,0,0,0,0,0
284,DJ Johnson CAR,13,17,24,41,0.5,0,2,1,0,0,0,0,0,1,0
284,Braden Fiske LAR,15,18,23,41,6.0,62,8,0,0,0,0,0,2,2,0
284,Quinyon Mitchell PHI,15,32,9,41,0.0,0,0,10,0,0,0,0,0,0,0
293,Jadeveon Clowney CAR,12,22,18,40,3.5,39,7,3,0,0,0,0,0,0,0
293,Jabrill Peppers NE,6,20,20,40,0.0,0,2,2,1,0,0,0,1,0,0
293,Shy Tuttle CAR,13,20,20,40,0.0,0,0,3,0,0,0,0,1,2,0
293,Malcolm Roach DEN,15,17,23,40,2.5,14,4,2,0,0,0,0,1,1,0
293,Baylon Spector BUF,11,22,18,40,1.5,1,2,0,0,0,0,0,0,1,0
293,Grant Stuard IND,15,25,15,40,0.0,0,2,0,0,0,0,0,0,0,0
293,LaBryan Ray CAR,14,15,25,40,1.0,5,2,0,0,0,0,0,0,0,0
293,Elijah Hicks CHI,12,24,16,40,0.0,0,0,2,0,0,0,0,0,2,0
293,Jonathan Owens CHI,15,24,16,40,0.0,0,1,2,1,0,0,0,1,1,0
293,Bobby Brown III LAR,15,13,27,40,0.0,0,3,0,0,0,0,0,0,0,0
293,Cobie Durant LAR,13,28,12,40,1.0,11,4,6,1,0,0,0,1,0,0
293,Nolan Smith Jr. PHI,15,21,19,40,6.5,42,7,2,0,0,0,0,0,2,0
293,Jaquan Brisker CHI,5,23,17,40,1.0,9,3,2,1,0,0,0,1,0,0
306,Leonard Floyd SF,15,23,16,39,8.5,40,8,1,0,0,0,0,1,0,0
306,Josh Hines-Allen JAX,15,23,16,39,7.0,46,8,2,0,0,0,0,1,1,0
306,Pat Jones II MIN,14,19,20,39,7.0,47,9,0,0,0,0,0,1,0,0
306,Darrell Baker Jr. TEN,15,31,8,39,0.0,0,1,5,0,0,0,0,0,0,0
306,Rashan Gary GB,14,21,18,39,6.5,35,6,1,0,0,0,0,1,0,0
306,Percy Butler WSH,15,23,16,39,0.0,0,2,1,0,0,0,0,0,0,0
306,Darius Muasau NYG,13,20,19,39,0.0,0,2,1,1,1,1,0,0,0,0
306,Tuli Tuipulotu LAC,15,23,16,39,7.5,19,9,2,0,0,0,0,1,0,0
306,Chau Smith-Wade CAR,14,24,15,39,0.0,0,1,1,1,3,3,0,1,0,0
315,Daryl Worley TEN,7,22,16,38,0.0,0,0,2,1,0,0,0,0,0,0
315,Trey Hendrickson CIN,15,28,10,38,13.5,98,15,5,0,0,0,0,2,0,0
315,Poona Ford LAC,15,23,15,38,3.0,19,8,5,1,3,3,0,0,0,0
315,Vita Vea TB,14,25,13,38,6.0,39,9,1,0,0,0,0,0,0,0
315,D.J. Jones DEN,15,20,18,38,0.5,2,1,3,0,0,0,0,0,1,0
315,Daron Payne WSH,15,21,17,38,4.0,37,5,1,0,0,0,0,0,0,0
315,Nnamdi Madubuike BAL,15,19,19,38,5.5,18,9,1,0,0,0,0,1,0,0
315,Javon Kinlaw NYJ,15,25,13,38,3.5,37,4,0,0,0,0,0,1,1,0
315,Marist Liufau DAL,15,21,17,38,1.5,9,3,3,0,0,0,0,2,1,0
315,Jer'Zhan Newton WSH,14,18,20,38,2.0,8,6,1,0,0,0,0,1,1,0
325,Khalil Mack LAC,14,18,19,37,5.0,33,5,8,0,0,0,0,2,1,0
325,Shelby Harris CLE,14,18,19,37,1.5,9,5,2,0,0,0,0,1,0,0
325,Chris Jones KC,15,19,18,37,5.0,23,9,0,0,0,0,0,1,0,0
325,Larry Ogunjobi PIT,13,14,23,37,1.5,11,5,0,0,0,0,0,0,0,0
325,John Franklin-Myers DEN,15,17,20,37,5.5,40,7,0,0,0,0,0,0,0,0
325,Isaac Yiadom SF,15,30,7,37,0.0,0,0,6,1,11,11,0,1,1,0
325,Mike Brown TEN,15,18,19,37,0.0,0,0,1,0,0,0,0,0,0,0
325,Marte Mapu NE,8,16,21,37,0.5,5,1,6,1,6,6,0,3,0,0
325,Kwity Paye IND,13,26,11,37,7.0,43,8,0,0,0,0,0,1,0,0
325,Micah Parsons DAL,11,25,12,37,9.5,70,9,1,0,0,0,0,2,0,0
325,Joseph Ossai CIN,15,21,16,37,4.0,27,4,0,0,0,0,0,1,0,0
325,Travis Jones BAL,15,20,17,37,1.0,11,4,0,0,0,0,0,0,0,0
325,Dante Stills ARI,14,16,21,37,4.5,32,4,1,0,0,0,0,1,0,0
338,Josh Sweat PHI,15,24,12,36,8.0,54,9,2,0,0,0,0,0,0,0
338,Arden Key TEN,15,23,13,36,6.5,38,11,1,0,0,0,0,2,1,0
338,Mike Danna KC,11,17,19,36,1.5,14,2,1,0,0,0,0,1,0,0
338,Eric Stokes GB,14,25,11,36,0.0,0,0,0,0,0,0,0,0,0,0
338,Kader Kohou MIA,13,27,9,36,0.0,0,3,7,2,2,2,0,1,1,0
338,Kingsley Enagbare GB,14,17,19,36,4.5,37,6,0,0,0,0,0,2,0,0
338,Pat Surtain II DEN,14,27,9,36,0.0,0,1,11,4,132,100,1,0,0,0
338,Mazi Smith DAL,15,19,17,36,0.5,4,3,0,0,0,0,0,0,0,0
338,Jaylen McCollough LAR,15,22,14,36,0.0,0,0,4,4,6,4,1,0,0,0
338,Ronnie Hickman CLE,12,25,11,36,0.0,0,1,1,0,0,0,0,0,1,0
348,Rodney McLeod Jr. CLE,15,26,9,35,0.0,0,2,4,0,0,0,0,0,1,1
348,Shaq Thompson CAR,4,19,16,35,0.0,0,2,0,0,0,0,0,0,0,0
348,Jonathan Bullard MIN,15,18,17,35,0.0,0,6,2,0,0,0,0,0,0,0
348,Anthony Nelson TB,15,22,13,35,3.0,21,5,1,0,0,0,0,1,1,0
348,Matthew Judon ATL,15,20,15,35,4.5,33,5,5,1,27,27,1,0,0,0
348,Quinnen Williams NYJ,14,24,11,35,6.0,50,8,0,0,0,0,0,0,0,0
348,AJ Epenesa BUF,15,19,16,35,5.0,44,6,2,0,0,0,0,2,0,0
348,Brandin Echols NYJ,14,25,10,35,0.0,0,1,3,2,0,0,0,0,1,0
348,Jonah Elliss DEN,15,23,12,35,5.0,28,7,2,0,0,0,0,0,0,0
357,Kyle Van Noy BAL,14,21,13,34,10.5,69,12,2,0,0,0,0,2,1,0
357,Shaquill Griffin MIN,15,27,7,34,0.0,0,1,6,2,28,28,0,0,0,0
357,Marshon Lattimore WSH/NO,9,25,9,34,0.0,0,0,5,0,0,0,0,0,0,0
357,Donte Jackson PIT,14,24,10,34,0.0,0,2,8,5,88,49,0,0,1,0
357,Krys Barnes ARI,15,19,15,34,2.0,5,3,0,0,0,0,0,0,0,0
357,Alex Highsmith PIT,9,21,13,34,6.0,40,9,1,0,0,0,0,1,0,0
357,Boye Mafe SEA,13,19,15,34,6.0,59,8,3,0,0,0,0,1,0,0
357,Arnold Ebiketie ATL,15,22,12,34,5.0,15,6,2,0,0,0,0,0,1,0
357,Cam Hart LAC,12,25,9,34,0.5,1,0,6,0,0,0,0,1,0,0
357,Derick Hall SEA,15,19,15,34,7.0,39,5,0,0,0,0,0,2,1,1
357,Byron Murphy II SEA,12,10,24,34,0.5,5,2,0,0,0,0,0,0,0,0
357,Will Anderson Jr. HOU,13,25,9,34,10.5,82,14,1,0,0,0,0,1,1,0
369,Dante Fowler Jr. WSH,15,22,11,33,9.5,64,13,1,1,67,67,1,1,0,0
369,Luke Gifford TEN,14,23,10,33,0.0,0,1,1,1,0,0,0,0,0,0
369,Marcus Williams BAL,11,26,7,33,0.0,0,1,2,0,0,0,0,0,1,0
369,Charles Snowden LV,14,14,19,33,1.5,14,3,4,0,0,0,0,0,0,0
369,Odafe Oweh BAL,15,20,13,33,8.0,56,7,0,0,0,0,0,1,0,0
369,Otito Ogbonnia LAC,15,13,20,33,0.0,0,0,0,0,0,0,0,0,0,0
369,Josh Jobe SEA,9,25,8,33,0.0,0,0,7,1,33,33,0,0,0,0
369,Jack Sanborn CHI,15,17,16,33,1.5,9,2,3,0,0,0,0,0,0,0
369,George Karlaftis KC,15,19,14,33,7.0,36,8,4,0,0,0,0,0,0,0
369,Kool-Aid McKinstry NO,12,26,7,33,0.0,0,2,5,0,0,0,0,0,0,0
379,Troy Hill TB/CAR,8,20,12,32,0.0,0,1,1,0,0,0,0,0,0,0
379,Za'Darius Smith CLE/DET,15,19,13,32,8.0,50,8,0,0,0,0,0,0,0,0
379,Khalen Saunders NO,10,14,18,32,2.0,18,2,1,1,37,37,0,0,0,0
379,Kenny Clark GB,14,18,14,32,1.0,7,4,1,0,0,0,0,0,2,0
379,Jeremiah Ledbetter JAX,13,19,13,32,2.0,15,8,0,0,0,0,0,0,0,0
379,Dorance Armstrong WSH,14,17,15,32,4.0,23,5,0,0,0,0,0,1,0,0
379,Nathan Shepherd NO,14,13,19,32,1.5,11,3,0,0,0,0,0,0,0,0
379,Samuel Womack III IND,15,22,10,32,0.0,0,0,9,2,4,4,0,0,0,0
379,Jarrian Jones JAX,15,24,8,32,1.0,9,1,7,1,0,0,0,0,0,0
379,Demani Richardson CAR,12,20,12,32,0.0,0,0,2,1,3,3,0,0,0,0
379,Dadrion Taylor-Demerson ARI,15,20,12,32,0.0,0,2,5,0,0,0,0,0,0,0
379,Clark Phillips III ATL,14,25,7,32,0.0,0,2,3,1,45,45,0,1,1,0
379,Cole Bishop BUF,14,19,13,32,0.0,0,1,1,0,0,0,0,1,0,0
379,Jaylen Watson KC,6,21,11,32,0.0,0,0,6,0,12,0,0,0,0,0
393,Alex Singleton DEN,3,17,14,31,0.0,0,1,1,1,21,21,0,0,0,0
393,Damontae Kazee PIT,13,22,9,31,0.0,0,0,2,1,5,5,0,0,0,0
393,Micheal Clemons NYJ,15,15,16,31,4.5,40,4,0,0,0,0,0,1,0,0
393,Chad Muma JAX,15,12,19,31,0.0,0,0,0,0,0,0,0,0,0,0
393,Laiatu Latu IND,15,16,15,31,4.0,23,5,1,0,0,0,0,3,1,0
393,Jaylon Carlies IND,8,20,11,31,1.0,8,2,1,0,0,0,0,0,0,0
399,Preston Smith PIT/GB,16,11,19,30,3.5,22,4,0,0,0,0,0,0,0,0
399,Maliek Collins SF,15,18,12,30,5.0,37,4,0,0,0,0,0,0,2,0
399,Eddie Jackson BAL,9,18,12,30,0.0,0,1,1,0,0,0,0,0,0,0
399,Nick Scott CAR,8,16,14,30,0.0,0,0,2,0,0,0,0,0,0,0
399,Da'Shawn Hand MIA,15,20,10,30,1.0,5,5,1,0,0,0,0,1,0,0
399,J.J. Russell TB,14,18,12,30,0.0,0,0,1,0,0,0,0,0,1,0
399,Isaiah McGuire CLE,14,14,16,30,1.5,23,6,0,0,0,0,0,3,0,0
399,Dell Pettus NE,15,16,14,30,1.0,7,1,1,0,0,0,0,0,0,0
399,Dee Winters SF,13,20,10,30,0.0,0,0,4,0,0,0,0,0,0,0
399,Decamerion Richardson LV,10,19,11,30,0.0,0,1,2,0,0,0,0,0,0,0
399,Tavius Robinson BAL,15,12,18,30,3.5,17,4,1,0,0,0,0,0,0,0
410,Mario Edwards Jr. HOU,11,11,18,29,2.0,18,2,2,0,0,0,0,0,2,0
410,Amani Oruwariye DAL,7,23,6,29,0.0,0,1,3,1,0,0,0,0,0,0
410,Lorenzo Carter ATL,11,20,9,29,0.0,0,1,0,0,0,0,0,1,0,0
410,Montez Sweat CHI,14,17,12,29,4.5,30,8,2,0,0,0,0,1,0,0
410,Tim Settle Jr. HOU,15,23,6,29,5.0,41,10,0,0,0,0,0,0,1,0
410,Devon Key DEN,15,14,15,29,1.0,0,0,0,0,0,0,0,0,0,0
410,Darnay Holmes LV,15,14,15,29,1.0,8,2,3,0,0,0,0,0,0,0
410,Keeanu Benton PIT,15,12,17,29,0.0,0,1,6,1,11,11,0,0,1,0
410,Sam Okuayinonu SF,14,21,8,29,3.0,15,5,1,0,0,0,0,1,0,0
410,DJ Turner II CIN,11,24,5,29,0.0,0,1,8,0,0,0,0,0,0,0
410,Nate Wiggins BAL,13,21,8,29,0.0,0,0,11,0,0,0,0,1,0,0
410,Lukas Van Ness GB,14,20,9,29,3.0,6,6,0,0,0,0,0,1,1,0
422,Johnathan Hankins SEA,15,14,14,28,1.0,8,5,1,1,0,0,0,0,0,0
422,Levi Wallace DEN,13,20,8,28,0.0,0,0,2,0,0,0,0,0,0,0
422,K'Lavon Chaisson LV,13,16,12,28,4.0,29,6,2,1,0,0,0,0,0,0
422,Dayo Odeyingbo IND,15,13,15,28,3.0,20,7,0,0,0,0,0,2,1,0
422,DaRon Bland DAL,5,18,10,28,0.0,0,0,4,0,0,0,0,1,1,0
422,Claudin Cherelus CAR,13,13,15,28,0.0,0,0,0,0,0,0,0,0,0,0
422,Damone Clark DAL,13,16,12,28,0.5,4,1,1,0,0,0,0,0,0,0
422,Azeez Ojulari NYG,11,12,16,28,6.0,31,7,0,0,0,0,0,0,1,0
422,Kris Jenkins Jr. CIN,13,10,18,28,3.0,15,3,0,0,0,0,0,0,0,0
422,Joshua Williams KC,15,17,11,28,1.0,12,2,3,0,0,0,0,0,0,0
432,Chris Board BAL,15,15,12,27,0.0,0,1,0,0,0,0,0,0,0,0
432,Jerry Tillery MIN,15,12,15,27,0.0,0,1,2,0,0,0,0,0,0,0
432,D.J. Wonnum CAR,6,15,12,27,4.0,30,4,1,0,0,0,0,1,0,0
432,Roy Lopez ARI,14,10,17,27,1.0,10,4,3,0,0,0,0,1,1,0
432,Talanoa Hufanga SF,5,11,16,27,0.0,0,1,0,0,0,0,0,0,0,0
432,Greg Newsome II CLE,13,24,3,27,0.0,0,0,5,1,-2,-2,0,0,0,0
432,Caelen Carson DAL,6,24,3,27,0.0,0,0,4,0,0,0,0,0,0,0
432,Owen Pappoe ARI,14,18,9,27,0.0,0,0,2,0,0,0,0,1,0,0
432,Anfernee Orji NO,14,15,12,27,0.0,0,2,0,0,0,0,0,0,0,0
441,Bud Dupree LAC,15,17,9,26,6.0,30,6,2,1,0,0,0,1,0,0
441,Arik Armstead JAX,15,21,5,26,2.0,11,3,1,0,0,0,0,0,0,0
441,Deatrich Wise Jr. NE,13,15,11,26,5.0,26,5,3,0,0,0,0,0,0,0
441,L.J. Collier ARI,15,10,16,26,3.5,19,4,1,0,0,0,0,0,1,0
441,Ashtyn Davis NYJ,13,17,9,26,0.0,0,3,0,0,0,0,0,0,0,0
441,Tershawn Wharton KC,15,17,9,26,5.5,37,6,2,0,0,0,0,1,0,0
441,Will McDonald IV NYJ,15,17,9,26,10.0,68,10,2,0,0,0,0,2,1,0
441,Jonah Laulu LV,15,12,14,26,1.0,10,2,3,0,0,0,0,0,0,0
441,Teair Tart LAC,15,14,12,26,1.0,11,5,2,1,4,4,0,1,1,0
441,Tyler Davis LAR,14,12,14,26,0.5,2,2,0,0,0,0,0,0,0,0
441,Jakorian Bennett LV,10,15,11,26,0.0,0,0,8,0,0,0,0,0,0,0
452,Cameron Jordan NO,14,11,14,25,3.0,16,3,4,1,0,0,0,0,0,0
452,Morgan Fox LAC,15,19,6,25,3.5,27,4,1,0,0,0,0,0,0,0
452,Solomon Thomas NYJ,14,14,11,25,3.5,17,4,1,0,0,0,0,1,0,0
452,Dre'Mont Jones SEA,15,13,12,25,4.0,35,7,1,0,0,0,0,1,0,0
452,Chazz Surratt NYJ,15,17,8,25,0.0,0,2,0,0,0,0,0,0,0,0
452,Ed Oliver BUF,13,11,14,25,2.0,11,2,0,0,0,0,0,2,0,0
452,T.J. Slaton GB,14,11,14,25,1.0,1,1,0,0,0,0,0,0,0,0
452,Chase Young NO,14,16,9,25,5.5,30,8,2,0,0,0,0,1,0,0
452,Willie Gay NO,13,18,7,25,2.0,8,2,3,0,0,0,0,1,2,0
452,Alim McNeill DET,14,17,8,25,3.5,29,7,1,0,0,0,0,1,0,0
452,Tyler Lacy JAX,13,10,15,25,0.0,0,2,0,0,0,0,0,0,0,0
452,Dax Hill CIN,5,20,5,25,1.0,1,1,2,0,0,0,0,0,0,0
452,Storm Duck MIA,12,17,8,25,0.0,0,1,2,0,0,0,0,0,0,0
465,Mike Pennel Jr. KC,15,10,14,24,3.0,6,3,0,0,0,0,0,1,0,0
465,Folorunso Fatukasi HOU,11,16,8,24,1.0,2,4,0,0,0,0,0,0,0,0
465,Adoree' Jackson NYG,12,15,9,24,0.0,0,1,4,0,0,0,0,1,1,0
465,James Smith-Williams ATL,10,12,12,24,1.0,6,7,0,0,0,0,0,0,0,0
465,Darrell Taylor CHI,14,17,7,24,2.0,18,2,2,0,0,0,0,1,0,0
465,Quinton Bell MIA,15,14,10,24,1.0,9,3,1,0,0,0,0,1,0,0
465,Levi Onwuzurike DET,14,13,11,24,1.5,7,1,0,0,0,0,0,1,0,0
465,Naquan Jones ARI,10,9,15,24,3.0,21,3,2,0,0,0,0,0,0,0
465,Calijah Kancey TB,10,20,4,24,6.5,41,10,0,0,0,0,0,1,1,0
465,Junior Colson LAC,9,13,11,24,0.0,0,0,1,0,0,0,0,0,0,0
465,Jeremiah Pharms Jr. NE,14,13,11,24,2.0,5,4,0,0,0,0,0,0,0,0
476,Sheldon Day WSH,10,12,11,23,0.0,0,2,1,0,0,0,0,0,0,0
476,Dalvin Tomlinson CLE,15,12,11,23,3.0,24,5,0,0,0,0,0,0,0,0
476,J.T. Gray NO,14,12,11,23,0.0,0,0,0,0,0,0,0,1,0,0
476,Ahkello Witherspoon LAR,11,19,4,23,0.0,0,0,6,0,0,0,0,0,0,0
476,Clelin Ferrell WSH,12,11,12,23,3.5,21,4,0,0,0,0,0,1,0,0
476,Jake Hansen HOU,14,14,9,23,1.0,0,1,0,0,0,0,0,0,0,0
476,L'Jarius Sneed TEN,5,19,4,23,0.0,0,2,0,0,0,0,0,0,0,0
476,Isaiah Rodgers PHI,13,16,7,23,0.0,0,0,3,0,0,0,0,1,0,0
476,Michael Carter II NYJ,12,20,3,23,0.0,0,1,1,0,0,0,0,0,1,0
476,Tre Brown SEA,11,19,4,23,0.0,0,0,1,0,0,0,0,0,0,0
476,D.J. Davidson NYG,12,12,11,23,2.0,17,2,0,0,0,0,0,0,2,0
476,Joe Tryon-Shoyinka TB,13,14,9,23,2.0,20,3,2,0,0,0,0,1,0,0
476,Logan Hall TB,14,14,9,23,4.5,30,4,1,0,0,0,0,0,1,0
476,Tyree Wilson LV,14,15,8,23,4.0,31,6,0,0,0,0,0,1,0,0
476,Zach Harrison ATL,15,5,18,23,1.0,2,3,2,0,0,0,0,0,0,0
476,Carrington Valentine GB,12,10,13,23,0.0,0,0,4,1,20,20,0,0,0,0
492,DaQuan Jones BUF,15,11,11,22,2.0,10,5,1,0,0,0,0,0,0,0
492,Ogbo Okoronkwo CLE,15,14,8,22,3.0,26,5,0,0,0,0,0,1,0,0
492,Ben Niemann DET,15,10,12,22,0.0,0,0,1,0,0,0,0,0,1,0
492,Ja'Sir Taylor LAC,13,12,10,22,0.0,0,1,5,0,0,0,0,0,1,0
492,Josh Hayes TB,13,12,10,22,0.0,0,0,3,0,0,0,0,0,1,0
492,Tristin McCollum PHI,12,15,7,22,0.0,0,0,2,0,0,0,0,0,0,0
492,James Pierre PIT,13,16,6,22,0.0,0,0,2,1,18,18,0,2,0,0
492,Dennis Gardeck ARI,7,17,5,22,3.0,19,6,2,1,10,10,0,1,0,0
492,Kayvon Thibodeaux NYG,10,12,10,22,3.0,27,6,1,0,0,0,0,0,0,0
492,SirVocea Dennis TB,4,14,8,22,1.0,13,1,0,0,0,0,0,0,0,0
492,Chop Robinson MIA,15,13,9,22,6.0,43,7,4,0,0,0,0,0,0,0
492,Leonard Taylor III NYJ,12,11,11,22,1.5,9,4,1,0,0,0,0,0,0,0
492,Thomas Harper LV,13,11,11,22,0.0,0,0,1,0,0,0,0,0,1,0
492,Evan Anderson SF,10,11,11,22,1.0,2,2,0,0,0,0,0,1,1,0
506,Nick Bellore WSH,14,11,10,21,0.0,0,1,0,0,0,0,0,0,0,0
506,Joey Bosa LAC,12,16,5,21,5.0,24,5,0,0,0,0,0,2,0,0
506,Charles Harris CAR/PHI,12,15,6,21,3.0,18,4,0,0,0,0,0,0,0,0
506,Byron Cowart CHI,13,11,10,21,0.5,1,3,0,0,0,0,0,0,0,0
506,Josh Butler DAL,5,17,4,21,1.0,0,0,5,0,0,0,0,0,0,0
506,Nick Niemann LAC,11,11,10,21,0.0,0,0,1,0,0,0,0,0,0,0
506,Mykal Walker WSH,15,8,13,21,0.0,0,0,0,0,0,0,0,0,1,0
506,Jesse Luketa ARI,10,12,9,21,3.0,19,4,0,0,0,0,0,1,0,0
506,Jordan Davis PHI,15,12,9,21,1.0,12,2,2,0,0,0,0,0,0,0
506,Christian Roland-Wallace KC,15,14,7,21,0.0,0,2,1,1,0,0,0,1,0,0
506,Bryan Bresee NO,14,14,7,21,7.5,41,7,3,0,0,0,0,1,0,0
506,Kaiir Elam BUF,12,14,7,21,0.0,0,2,2,0,0,0,0,0,1,0
506,Felix Anudike-Uzomah KC,15,12,9,21,1.5,4,4,0,0,0,0,0,1,1,0
519,Brandon Graham PHI,11,15,5,20,3.5,27,6,2,0,0,0,0,1,0,0
519,Tony Jefferson LAC,6,12,8,20,0.0,0,0,0,0,0,0,0,0,0,0
519,Nick Vigil DAL,14,9,11,20,0.0,0,0,0,0,0,0,0,0,0,0
519,Tyquan Lewis IND,8,12,8,20,1.5,10,2,0,0,0,0,0,1,0,0
519,Derek Barnett HOU,14,12,8,20,4.0,17,2,0,0,0,0,0,2,1,1
519,Nick McCloud SF/NYG,13,12,8,20,0.0,0,1,1,0,0,0,0,0,0,0
519,Milton Williams PHI,15,10,10,20,5.0,36,7,1,0,0,0,0,1,1,0
519,Josh Paschal DET,12,14,6,20,2.0,21,5,0,0,0,0,0,0,1,0
519,Myles Murphy CIN,11,11,9,20,0.0,0,1,1,0,0,0,0,0,0,0
519,Nick Herbig PIT,11,12,8,20,4.5,30,4,0,0,0,0,0,4,2,0
519,James Williams TEN,11,14,6,20,0.0,0,0,0,0,0,0,0,0,0,0
519,Austin Booker CHI,15,14,6,20,1.5,3,3,0,0,0,0,0,0,0,0
519,Jaden Hicks KC,15,16,4,20,0.0,0,2,3,3,50,47,0,0,0,0
532,Roy Robertson-Harris SEA/JAX,15,10,9,19,2.0,11,4,1,0,0,0,0,0,0,0
532,Austin Johnson BUF,14,7,12,19,0.5,0,0,2,2,9,5,0,0,0,0
532,Nick Thurman CAR,9,6,13,19,0.0,0,1,0,0,0,0,0,0,0,0
532,Tre'Davious White BAL/LAR,9,14,5,19,0.0,0,0,5,0,0,0,0,0,0,0
532,Marcus Epps LV,3,16,3,19,0.0,0,2,0,0,0,0,0,0,0,0
532,Payton Turner NO,13,9,10,19,2.0,16,3,4,0,0,0,0,2,0,0
532,Khyiris Tonga ARI,11,6,13,19,0.0,0,0,0,0,0,0,0,0,0,0
532,Josh Newton CIN,15,17,2,19,0.0,0,0,6,1,12,12,0,0,0,0
532,Aidan Hutchinson DET,5,12,7,19,7.5,55,7,0,0,0,0,0,1,0,0
532,Zacch Pickens CHI,9,8,11,19,1.0,7,1,0,0,0,0,0,0,0,0
532,Dondrea Tillman DEN,10,10,9,19,4.0,34,4,0,0,0,0,0,0,0,0
543,Brent Urban BAL,11,8,10,18,0.0,0,0,2,0,0,0,0,0,0,0
543,Sheldon Rankins CIN,7,10,8,18,1.0,7,1,0,0,0,0,0,0,0,0
