RK,NAME,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS,LNG,TD,FF,FR,FTD
543,DJ Reader DET,13,10,8,18,3.0,19,4,1,0,0,0,0,0,0,0
543,Kamu Grugier-Hill MIN,15,11,7,18,0.0,0,0,3,2,5,5,0,0,0,0
543,Jeremy Reaves WSH,15,8,10,18,0.0,0,0,0,0,0,0,0,1,0,0
543,Johnathan Abram NO,3,10,8,18,0.0,0,0,2,1,30,30,0,0,0,0
543,Neville Gallimore LAR,12,6,12,18,0.0,0,0,0,0,0,0,0,0,0,0
543,Broderick Washington BAL,13,8,10,18,2.0,10,1,2,0,0,0,0,1,0,0
543,Chris Williams CHI,15,16,2,18,3.0,26,3,0,0,0,0,0,0,0,0
543,Benito Jones MIA,15,8,10,18,0.0,0,3,0,0,0,0,0,0,0,0
543,Ja'Marcus Ingram BUF,15,13,5,18,1.0,8,1,4,2,56,31,1,0,0,0
543,Jamin Davis MIN/WSH,9,12,6,18,1.0,6,2,0,0,0,0,0,0,0,0
543,Baron Browning ARI/DEN,11,10,8,18,2.0,7,5,0,0,0,0,0,0,0,0
543,Winston Reid CLE,14,10,8,18,0.5,3,1,2,0,0,0,0,0,1,0
543,Yetur Gross-Matos SF,9,13,5,18,4.0,24,5,0,0,0,0,0,0,0,0
543,Yasir Abdullah JAX,12,14,4,18,0.0,0,0,0,0,0,0,0,0,0,0
543,Devonte Wyatt GB,11,13,5,18,4.0,25,7,0,0,0,0,0,0,2,0
543,JD Bertrand ATL,11,13,5,18,0.0,0,0,0,0,0,0,0,0,0,0
543,Cedric Gray TEN,5,12,6,18,0.0,0,0,0,0,0,0,0,0,0,0
543,Dallas Turner MIN,14,10,8,18,2.0,13,2,1,1,4,4,0,0,0,0
543,Cameron Mitchell CLE,15,13,5,18,0.0,0,1,1,0,0,0,0,0,0,0
543,Trevor Nowaske DET,12,12,6,18,2.0,8,2,1,1,8,8,0,0,0,0
565,Linval Joseph DAL,15,7,10,17,2.0,20,2,0,0,0,0,0,1,0,0
565,C.J. Mosley NYJ,4,13,4,17,0.0,0,0,0,0,0,0,0,0,0,0
565,Michael Pierce BAL,9,6,11,17,2.0,16,1,1,0,0,0,0,0,0,0
565,Chidobe Awuzie TEN,6,10,7,17,0.0,0,0,3,1,8,8,0,0,0,0
565,Taven Bryan IND,15,10,7,17,1.0,7,3,1,0,0,0,0,0,1,0
565,Christian Wilkins LV,5,11,6,17,2.0,15,2,0,0,0,0,0,0,0,0
565,Luke Masterson LV,4,10,7,17,0.0,0,0,0,0,0,0,0,0,0,0
565,Marco Wilson CIN/NE,14,10,7,17,0.0,0,0,2,0,0,0,0,0,0,0
565,Zach Carter LV/CIN,10,10,7,17,1.5,1,0,0,0,0,0,0,0,0,0
565,Phidarian Mathis WSH,12,8,9,17,0.0,0,2,1,0,0,0,0,0,0,0
565,Robert Beal Jr. SF,14,11,6,17,0.0,0,0,0,0,0,0,0,0,0,0
565,Terell Smith CHI,12,13,4,17,0.0,0,0,3,1,23,23,0,0,0,0
565,Karl Brooks GB,14,9,8,17,2.5,18,2,1,0,0,0,0,1,2,0
565,Otis Reese IV TEN,13,8,9,17,0.0,0,1,1,1,2,2,0,0,0,0
565,Chris Braswell TB,15,10,7,17,0.5,5,0,0,0,0,0,0,0,0,0
565,Jaquelin Roy NE,6,12,5,17,2.0,12,3,0,0,0,0,0,0,0,0
581,Maurice Hurst II CLE,8,9,7,16,0.5,3,4,0,0,0,0,0,0,0,0
581,George Odum SF,12,14,2,16,0.0,0,0,4,0,0,0,0,0,0,0
581,Oren Burks PHI,15,10,6,16,0.0,0,0,1,0,0,0,0,1,0,0
581,Jaire Alexander GB,7,15,1,16,0.0,0,0,7,2,52,35,1,0,1,0
581,Dane Jackson CAR,7,12,4,16,0.0,0,1,1,0,0,0,0,0,0,0
581,Isaiah Simmons NYG,15,11,5,16,0.0,0,0,1,0,0,0,0,1,0,0
581,Isaiahh Loudermilk PIT,15,10,6,16,0.0,0,0,1,0,0,0,0,0,0,0
581,Jordan Elliott SF,13,12,4,16,0.0,0,2,0,0,0,0,0,0,0,0
581,Tommy Togiai HOU,6,6,10,16,1.0,9,2,2,0,0,0,0,0,0,0
581,Israel Mukuamu DAL,15,11,5,16,0.0,0,0,2,2,20,15,0,0,0,0
581,Cam Smith MIA,6,13,3,16,0.0,0,0,0,0,0,0,0,0,0,0
581,D'Anthony Bell CLE,15,8,8,16,0.0,0,1,0,0,0,0,0,0,0,0
593,Pat O'Connor DET,10,4,11,15,1.0,12,2,0,0,0,0,0,0,0,0
593,Dawuane Smoot BUF,9,11,4,15,1.5,2,4,1,0,0,0,0,2,0,0
593,Jonathan Allen WSH,6,13,2,15,2.0,7,2,0,0,0,0,0,0,0,0
593,Avonte Maddox PHI,15,7,8,15,0.0,0,0,5,0,0,0,0,0,0,0
593,Demetrius Flannigan-Fowles SF,11,9,6,15,0.0,0,1,2,1,0,0,0,0,0,0
593,Cam Gill CAR,8,4,11,15,0.0,0,0,0,0,0,0,0,0,0,0
593,K'Von Wallace SEA,9,9,6,15,0.0,0,0,0,0,0,0,0,1,0,0
593,Joshua Uche KC/NE,12,12,3,15,2.0,11,2,0,0,0,0,0,0,0,0
593,Julian Okwara ARI,11,8,7,15,0.0,0,2,1,0,0,0,0,0,0,0
593,Jaylon Jones CHI,8,13,2,15,0.0,0,0,2,0,0,0,0,0,0,0
593,James Lynch TEN,15,3,12,15,0.0,0,1,2,0,0,0,0,0,0,0
593,Jordan Jackson DEN,15,2,13,15,0.0,0,0,0,0,0,0,0,0,0,0
593,Jalen Redmond MIN,11,10,5,15,1.0,7,6,2,0,0,0,0,0,0,0
593,Isaiah Foskey NO,14,4,11,15,0.0,0,0,0,0,0,0,0,0,0,0
593,Elijah Chatman NYG,15,9,6,15,1.0,10,2,0,0,0,0,0,0,1,0
593,Christian Harris HOU,2,9,6,15,1.0,9,1,0,0,0,0,0,0,0,0
593,Jalyx Hunt PHI,14,8,7,15,1.5,13,0,1,0,0,0,0,2,0,0
610,Von Miller BUF,11,10,4,14,4.0,31,5,0,0,0,0,0,0,0,0
610,DeMarcus Lawrence DAL,4,7,7,14,3.0,20,4,0,0,0,0,0,1,0,0
610,Ty Summers NYG,14,8,6,14,0.0,0,1,0,0,0,0,0,0,0,0
610,Jalyn Holmes WSH/NYJ,14,9,5,14,2.0,11,4,0,0,0,0,0,0,0,0
610,Casey Toohill BUF,13,9,5,14,1.0,8,2,1,0,0,0,0,0,1,0
610,Khalil Dorsey DET,14,8,6,14,0.0,0,1,2,0,0,0,0,0,0,0
610,Kindle Vildor DET,15,10,4,14,0.0,0,0,2,0,0,0,0,0,0,0
610,Raekwon Davis IND,15,7,7,14,0.0,0,1,1,0,0,0,0,0,0,0
610,D'Marco Jackson NO,10,8,6,14,0.0,0,0,0,0,0,0,0,0,0,0
610,Theo Jackson MIN,15,9,5,14,0.0,0,0,3,1,3,3,0,0,0,0
610,John Ridgeway III NO,11,7,7,14,0.0,0,1,0,0,0,0,0,0,0,0
610,Jay Tufele CIN,11,5,9,14,0.5,1,1,1,0,0,0,0,0,0,0
610,Tavierre Thomas TB,15,8,6,14,0.0,0,0,0,0,0,0,0,0,0,0
610,Tyrek Funderburk TB,11,10,4,14,0.0,0,0,1,0,0,0,0,1,0,0
610,Maason Smith JAX,9,8,6,14,2.0,6,2,2,0,0,0,0,0,0,0
610,Colby Wooden GB,10,7,7,14,0.0,0,2,1,0,0,0,0,0,0,0
610,Tyrus Wheat DAL,8,6,8,14,0.5,0,1,0,0,0,0,0,0,0,0
627,Denico Autry HOU,9,8,5,13,3.0,24,3,3,0,0,0,0,0,0,0
627,DeShawn Williams CAR,10,6,7,13,0.5,4,0,0,0,0,0,0,0,0,0
627,Sam Eguavoen NYJ,15,7,6,13,0.0,0,0,0,0,0,0,0,0,0,0
627,Eddie Goldman ATL,15,7,6,13,1.0,9,1,0,0,0,0,0,0,0,0
627,Andrew Billings CHI,8,9,4,13,1.0,10,2,0,0,0,0,0,1,0,0
627,Carl Lawson DAL,13,7,6,13,5.0,39,4,0,0,0,0,0,1,0,0
627,Kentavius Street ATL,11,7,6,13,1.0,7,4,0,0,0,0,0,0,0,0
627,Jacob Martin CHI,9,8,5,13,3.0,6,3,0,0,0,0,0,0,0,0
627,D'Angelo Ross HOU,8,10,3,13,0.0,0,0,0,0,0,0,0,0,0,0
627,Ka'dar Hollman BAL/HOU,10,11,2,13,0.0,0,0,2,0,0,0,0,0,0,0
627,Devin White HOU,6,9,4,13,0.0,0,0,0,0,0,0,0,0,0,0
627,Shemar Jean-Charles NO,6,5,8,13,0.0,0,0,2,1,0,0,0,0,0,0
627,Amen Ogbongbemiga CHI,15,7,6,13,1.0,10,1,0,0,0,0,0,0,0,0
627,Victor Dimukeje ARI,10,8,5,13,0.0,0,2,0,0,0,0,0,1,0,0
627,DeAngelo Malone ATL,15,8,5,13,2.0,12,3,0,0,0,0,0,0,0,0
627,Amari Burney LV,15,7,6,13,1.0,11,2,0,0,0,0,0,1,0,0
627,Kaevon Merriweather TB,12,8,5,13,1.0,0,0,0,0,0,0,0,0,1,0
627,Asante Samuel Jr. LAC,4,11,2,13,0.0,0,0,2,0,0,0,0,0,0,0
627,Jaylen Harrell TEN,15,8,5,13,0.0,0,2,0,0,0,0,0,0,0,0
627,Tommy Eichenberg LV,12,8,5,13,0.0,0,0,0,0,0,0,0,0,0,0
627,Marshawn Kneeland DAL,9,8,5,13,0.0,0,1,1,0,0,0,0,0,1,0
627,Brandon Joseph DET,14,11,2,13,0.0,0,0,1,0,0,0,0,0,0,0
649,William Gholston TB,15,6,6,12,1.0,4,1,0,0,0,0,0,0,0,0
649,Kwon Alexander DEN/DET,5,4,8,12,0.0,0,0,0,0,0,0,0,1,1,0
649,Yannick Ngakoue BAL/NE,10,5,7,12,1.5,4,1,0,0,0,0,0,0,0,0
649,Ja'Whaun Bentley NE,2,7,5,12,0.5,3,0,0,0,0,0,0,0,0,0
649,Chris Lammons IND,13,10,2,12,1.0,22,1,0,0,0,0,0,1,2,0
649,Sione Takitaki NE,9,4,8,12,0.0,0,0,0,0,0,0,0,0,0,0
649,Khalil Davis HOU/SF,12,7,5,12,1.0,5,4,0,0,0,0,0,0,0,0
649,Zayne Anderson GB,14,10,2,12,0.0,0,0,0,0,0,0,0,0,0,0
649,Kristian Welch BAL/DEN,13,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0
649,Richie Grant ATL,15,11,1,12,0.0,0,1,1,0,0,0,0,0,0,0
649,C.J. Brewer TB,11,7,5,12,2.0,11,3,2,0,0,0,0,0,0,0
649,Segun Olubi IND,15,6,6,12,0.0,0,0,0,0,0,0,0,1,1,0
649,Ta'Quon Graham ATL,10,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0
649,Juanyeh Thomas DAL,11,9,3,12,0.0,0,0,1,0,0,0,0,1,0,0
649,Thomas Booker IV PHI,15,6,6,12,0.5,2,2,1,0,0,0,0,0,0,0
649,Moro Ojomo PHI,15,5,7,12,0.0,0,0,0,0,0,0,0,0,0,0
649,Maema Njongmeta CIN,15,7,5,12,0.0,0,0,0,0,0,0,0,0,2,0
649,Eric Watts NYJ,12,7,5,12,0.0,0,0,0,0,0,0,0,0,0,0
667,Miles Killebrew PIT,15,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Quinton Jefferson BUF/CLE,10,3,8,11,2.0,18,2,0,0,0,0,0,0,0,0
667,Tyus Bowser SEA/MIA,9,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Duke Riley MIA,15,5,6,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Jalen Reeves-Maybin DET,8,7,4,11,0.0,0,0,0,0,0,0,0,1,0,0
667,Matt Milano BUF,3,5,6,11,0.0,0,1,0,0,0,0,0,0,1,0
667,Montravius Adams PIT,9,8,3,11,1.0,9,2,0,0,0,0,0,0,0,0
667,Greg Gaines TB,13,4,7,11,1.0,5,2,0,0,0,0,0,0,0,0
667,Jeremy McNichols WSH,15,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Kevin Givens SF,8,6,5,11,3.5,8,2,0,0,0,0,0,0,0,0
667,Tomon Fox NYG,9,4,7,11,1.0,8,1,0,0,0,0,0,0,0,0
667,Eric Johnson II NE,9,2,9,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Eyioma Uwazurike DEN,4,3,8,11,0.5,2,0,0,0,0,0,0,0,0,0
667,Josh Blackwell CHI,15,9,2,11,0.0,0,0,2,1,10,10,0,0,0,0
667,Tycen Anderson CIN,15,10,1,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Jon Rhattigan CAR,14,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Javontae Jean-Baptiste WSH,10,5,6,11,1.0,6,1,0,0,0,0,0,0,0,0
667,Nathaniel Watson CLE,12,8,3,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Hunter Luepke DAL,14,3,8,11,0.0,0,0,0,0,0,0,0,0,0,0
667,Jowon Briggs CLE,4,1,10,11,0.0,0,1,0,0,0,0,0,0,1,0
667,Drake Thomas SEA,15,3,8,11,0.0,0,0,1,0,0,0,0,0,0,0
667,Jacoby Windmon CAR,6,6,5,11,1.0,3,1,1,0,0,0,0,0,0,0
667,Jeremiah Trotter Jr. PHI,15,6,5,11,0.0,0,0,1,0,0,0,0,0,0,0
667,Tyler Owens WSH,12,7,4,11,0.0,0,0,0,0,0,0,0,1,0,0
667,Mike Hall Jr. CLE,6,6,5,11,1.0,5,3,0,0,0,0,0,0,0,0
692,Carlos Watkins WSH/DAL,14,3,7,10,0.0,0,0,0,0,0,0,0,0,0,0
692,Kevin King ATL,15,6,4,10,0.0,0,0,2,0,0,0,0,0,1,0
692,Siran Neal MIA,15,8,2,10,0.0,0,0,2,0,0,0,0,0,0,0
692,Bilal Nichols ARI,6,6,4,10,0.0,0,1,0,0,0,0,0,0,0,0
692,Greg Stroman Jr. NYG,4,9,1,10,0.0,0,0,0,0,0,0,0,0,0,0
692,Ezekiel Turner HOU/DET,8,7,3,10,0.5,4,0,0,0,0,0,0,0,0,0
692,Bryce Huff PHI,10,5,5,10,2.5,25,3,0,0,0,0,0,1,0,0
692,Brenden Schooler NE,15,9,1,10,2.0,16,2,0,0,0,0,0,0,0,0
692,Darrick Forrest WSH,8,5,5,10,0.0,0,0,0,0,0,0,0,0,0,0
692,Cory Durden NYG,3,4,6,10,0.0,0,1,0,0,0,0,0,0,0,0
692,Caleb Farley CAR,7,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0
692,Brady Russell SEA,11,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0
692,Kalia Davis SF,11,5,5,10,0.0,0,0,1,1,2,2,0,0,0,0
692,Derrick Barnes DET,3,8,2,10,0.0,0,0,1,0,0,0,0,0,0,0
692,Brenton Cox Jr. GB,5,6,4,10,3.0,22,4,0,0,0,0,0,1,0,0
692,Daniel Hardy CHI,15,7,3,10,0.0,0,0,0,0,0,0,0,1,0,0
692,Dylan Horton HOU,11,2,8,10,0.0,0,0,0,0,0,0,0,0,0,0
692,Jonathan Harris CAR,7,4,6,10,0.0,0,1,0,0,0,0,0,0,1,0
692,AJ Finley LAC/SEA,12,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0
692,Kelee Ringo PHI,15,8,2,10,0.0,0,0,0,0,0,0,0,1,1,0
692,Jordan Jefferson JAX,6,5,5,10,1.0,9,1,0,0,0,0,0,0,0,0
692,Tre Hawkins III NYG,3,8,2,10,0.0,0,0,2,1,0,0,0,0,0,0
692,McKinnley Jackson CIN,11,4,6,10,1.0,7,2,0,0,0,0,0,1,0,0
715,Haason Reddick NYJ,8,6,3,9,0.5,4,2,1,0,0,0,0,0,0,0
715,Al-Quadin Muhammad DET,7,7,2,9,2.0,14,3,1,0,0,0,0,0,0,0
715,Takk McKinley NYJ,7,4,5,9,0.5,3,1,0,0,0,0,0,0,0,0
715,Mike Edwards BUF/TB,6,4,5,9,0.0,0,0,1,0,0,0,0,0,0,0
715,Dre Greenlaw SF,2,3,6,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Feleipe Franks CAR,14,6,3,9,0.0,0,0,0,0,0,0,0,0,1,0
715,Elijah Garcia NYG,3,4,5,9,0.0,0,1,0,0,0,0,0,0,0,0
715,Ashton Dulin IND,13,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Del'Shawn Phillips HOU,15,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Jordon Riley NYG,11,6,3,9,0.0,0,2,0,0,0,0,0,0,0,0
715,Jacob Hummel LAR,15,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Matthew Butler LV,7,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Vi Jones TB,7,5,4,9,0.0,0,0,0,0,0,0,0,2,0,0
715,Xavier Thomas ARI,12,5,4,9,2.5,13,2,0,0,0,0,0,1,0,0
715,Keondre Coburn TEN,13,5,4,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Rico Payton NO,13,5,4,9,0.0,0,0,1,0,0,0,0,0,0,0
715,Andrew Booth Jr. DAL,5,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0
715,DeWayne Carter BUF,9,8,1,9,0.0,0,4,1,0,0,0,0,0,0,0
715,Jordan Magee WSH,8,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Mekhi Wingo DET,11,1,8,9,0.0,0,0,0,0,0,0,0,0,0,0
715,Dallis Flowers IND/TB,5,9,0,9,0.0,0,1,0,0,0,0,0,0,0,0
736,Adam Gotsis IND,5,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
736,John Johnson III LAR,2,4,4,8,0.0,0,0,1,1,0,0,0,0,0,0
736,Demone Harris ATL,7,3,5,8,0.0,0,1,1,0,0,0,0,0,0,0
736,Michael Davis WSH,13,1,7,8,0.0,0,0,1,0,0,0,0,0,0,0
736,Uchenna Nwosu SEA,4,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Kendall Sheffield NYJ,5,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Elijah Campbell MIA,15,5,3,8,0.0,0,1,0,0,0,0,0,1,0,0
736,Sam Kamara CLE,9,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Jeremiah Moon PIT,11,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Caleb Johnson JAX,15,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0
736,James Houston CLE/DET,9,5,3,8,1.0,5,1,0,0,0,0,0,0,0,0
736,Buddy Johnson DAL,12,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Jeff Okudah HOU,5,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Arron Mosby GB,13,5,3,8,0.5,4,1,1,0,0,0,0,0,0,0
736,Josh Ross BAL/SEA,15,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Malik Herring KC,11,5,3,8,0.0,0,1,0,0,0,0,0,0,0,0
736,Nesta Jade Silvera LV,7,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Joe Andreessen BUF,11,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0
736,Jalyn Armour-Davis BAL,7,6,2,8,0.0,0,0,1,0,0,0,0,0,0,0
736,David Ojabo BAL,11,5,3,8,2.0,11,2,0,0,0,0,0,0,0,0
736,JL Skinner DEN,12,4,4,8,0.0,0,0,0,0,0,0,0,0,1,0
736,Kris Abrams-Draine DEN,3,5,3,8,0.0,0,0,2,1,17,17,0,0,0,0
736,Alex Wright CLE,4,5,3,8,1.0,2,1,0,0,0,0,0,0,0,0
736,Bo Richter MIN,12,5,3,8,0.0,0,0,0,0,0,0,0,0,1,0
736,Qwan'tez Stiggers NYJ,13,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0
761,C.J. Goodwin DAL,15,7,0,7,0.0,0,0,0,0,0,0,0,1,0,0
761,Fabian Moreau MIN,7,6,1,7,0.0,0,0,1,0,0,0,0,0,0,0
761,Javon Hargrave SF,3,4,3,7,1.0,9,1,0,0,0,0,0,0,0,0
761,KhaDarel Hodge ATL,15,4,3,7,0.0,0,1,0,0,0,0,0,0,1,1
761,Antonio Hamilton Sr. ATL,11,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Jamal Adams DET/TEN,5,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Jihad Ward MIN,15,5,2,7,1.0,4,1,1,0,0,0,0,0,1,0
761,Trent Sherfield Sr. MIN,15,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Terrell Edmunds PIT/JAX,6,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Irvin Charles NYJ,13,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Daniel Thomas JAX,13,3,4,7,0.0,0,0,0,0,0,0,0,0,1,0
761,DJ Turner LV,12,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Cedrick Wilson Jr. NO,12,2,5,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Travis Homer CHI,10,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Myles Bryant HOU,9,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Tarvarius Moore CHI,10,7,0,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Sam Franklin Jr. CAR,8,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Marcelino McCrary-Ball NYJ,10,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Khaleke Hudson CLE/NO,15,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Chandler Wooten CAR,3,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Ali Gaye TEN,13,6,1,7,1.0,10,2,0,0,0,0,0,0,0,0
761,Kemon Hall DAL,6,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Dominique Robinson CHI,4,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Rodney Thomas II IND,15,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
761,JuJu Brents IND,1,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Myles Cole JAX,6,4,3,7,0.0,0,1,0,0,0,0,0,0,0,0
761,Ryan Miller TB,9,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Keidron Smith DEN,9,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Cory Trice Jr. PIT,4,5,2,7,0.0,0,0,1,1,0,0,0,0,0,0
761,Adetomiwa Adebawore IND,15,5,2,7,1.0,8,3,0,0,0,0,0,0,0,0
761,Emmanuel Forbes Jr. WSH,6,2,5,7,0.0,0,0,1,1,19,19,0,0,0,0
761,Sanoussi Kane BAL,13,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Ruke Orhorhoro ATL,6,3,4,7,0.0,0,1,0,0,0,0,0,0,0,0
761,Nehemiah Pritchett SEA,9,4,3,7,0.0,0,0,1,0,0,0,0,0,0,0
761,Ty'Ron Hopper GB,14,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0
761,Amare Barno CAR,4,4,3,7,1.0,3,1,0,0,0,0,0,0,0,0
761,Art Green NYG,7,5,2,7,0.0,0,0,0,0,0,0,0,1,0,0
761,Marcellas Dial Jr. NE,15,2,5,7,0.0,0,0,0,0,0,0,0,1,0,0
761,Sione Vaki DET,14,7,0,7,0.0,0,0,0,0,0,0,0,1,0,0
800,Jordan Phillips BUF/DAL,7,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Dare Ogunbowale HOU,15,3,3,6,0.0,0,0,0,0,0,0,0,1,0,0
800,Cameron Sutton PIT,7,1,5,6,0.0,0,0,2,0,0,0,0,0,0,0
800,Mike Ford Jr. CLE,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
800,M.J. Stewart HOU,13,3,3,6,0.0,0,0,0,0,0,0,0,0,1,0
800,Derrick Nnadi KC,15,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Armon Watts NYG,4,3,3,6,0.0,0,2,0,0,0,0,0,0,0,0
800,Myles Adams SEA/DET,5,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Lonnie Johnson Jr. CAR,14,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Jayden Peevy CAR,4,2,4,6,1.5,3,1,1,0,0,0,0,1,0,0
800,Markquese Bell DAL,9,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Connor Heyward PIT,15,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Jaelan Phillips MIA,4,2,4,6,1.0,6,1,2,0,0,0,0,0,0,0
800,Kurt Hinish HOU,8,1,5,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Jonathan Ford CHI,2,1,5,6,0.0,0,1,0,0,0,0,0,0,0,0
800,Brian Asamoah II MIN,15,4,2,6,0.0,0,0,0,0,0,0,0,1,0,0
800,Desjuan Johnson LAR,8,1,5,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Christian Barmore NE,4,6,0,6,1.0,2,1,0,0,0,0,0,0,0,0
800,Cameron McGrone IND,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Tyler Allgeier ATL,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Scott Matlock LAC,15,2,4,6,1.0,6,1,1,0,0,0,0,0,0,0
800,Chris Smith II LV,15,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Dareke Young SEA,12,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Corey Ballentine GB,12,6,0,6,0.0,0,0,0,0,0,0,0,1,0,0
800,Cade Stover HOU,13,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Kei'Trel Clark ARI,13,4,2,6,1.0,0,1,0,0,0,0,0,0,0,0
800,Braiden McGregor NYJ,7,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Will Shipley PHI,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0
800,Ennis Rakestraw Jr. DET,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0
